area,rooms,bathroom,parking_spaces,floor,rent_amount,property_tax,total,acept,not acept,furnished,not furnished
720,4,5,5,17,6500,3520,16570,1,0,0,1
80,3,2,2,1,2500,126,2940,1,0,1,0
90,2,1,0,1,1000,39,1053,1,0,0,1
60,1,2,0,1,1062,1,1079,1,0,0,1
45,1,1,1,4,3400,198,5194,0,1,1,0
100,1,2,0,1,3100,0,7460,0,1,0,1
553,4,6,3,3,10870,1459,15270,0,1,0,1
250,4,3,2,1,3900,475,4434,1,0,0,1
92,3,2,3,17,3700,299,4689,1,0,0,1
98,1,2,0,27,15000,130,18500,1,0,1,0
114,3,2,1,4,1400,176,2561,1,0,0,1
27,1,1,1,6,1900,59,2634,0,1,1,0
225,1,2,0,1,3500,218,3781,1,0,0,1
30,1,1,0,3,1700,0,2102,1,0,0,1
135,3,3,4,5,4000,0,4259,1,0,0,1
150,4,3,4,1,4000,334,5145,0,1,0,1
190,4,2,0,10,5580,417,7072,1,0,0,1
47,1,1,1,1,2200,0,2633,0,1,1,0
120,3,1,1,1,1150,67,1235,1,0,0,1
90,3,2,1,4,2066,92,3085,1,0,0,1
350,4,5,2,1,7500,0,7613,0,1,1,0
160,3,4,2,1,4300,209,4574,1,0,0,1
150,3,2,0,5,2500,200,4533,1,0,0,1
35,1,1,0,3,2000,86,2902,1,0,0,1
25,1,1,0,1,550,0,559,0,1,0,1
240,4,4,4,26,13000,1121,17540,1,0,0,1
150,4,2,2,13,4400,37,6193,0,1,0,1
20,1,1,0,1,700,0,710,1,0,0,1
85,3,2,1,4,1341,110,2147,1,0,0,1
50,2,1,1,6,1900,0,2315,1,0,1,0
197,3,3,2,8,6000,1375,11650,1,0,0,1
70,3,2,1,7,2800,67,3703,1,0,0,1
220,3,2,2,8,3500,265,5661,1,0,0,1
270,4,3,2,3,4800,241,6305,1,0,0,1
100,3,2,2,2,2499,92,3278,1,0,0,1
195,4,6,3,12,8000,750,10250,1,0,0,1
160,3,3,2,1,4200,342,4606,1,0,0,1
470,4,6,3,1,7200,1134,8443,1,0,0,1
60,3,2,1,5,1200,0,1582,1,0,0,1
300,4,4,3,1,12900,584,13680,1,0,0,1
330,5,6,2,11,8950,250,10110,1,0,0,1
109,1,2,2,3,4300,87,4946,1,0,1,0
240,4,5,4,15,12000,1000,16850,1,0,1,0
150,3,2,5,1,2300,260,2595,1,0,0,1
200,3,2,1,2,4500,375,6683,1,0,0,1
140,4,3,1,2,2300,167,2973,1,0,0,1
106,2,2,2,1,10600,334,12240,0,1,1,0
92,2,2,1,2,2100,2610,5386,1,0,1,0
35,1,1,1,7,2200,100,2708,1,0,0,1
70,3,2,1,3,2900,25,4162,1,0,0,1
74,2,1,2,9,6600,424,8208,1,0,1,0
69,2,2,2,5,1900,210,2988,1,0,0,1
50,1,1,0,1,830,0,843,0,1,0,1
450,5,3,6,1,4760,94,4939,1,0,0,1
68,2,1,0,5,1000,400,2006,1,0,0,1
71,1,1,1,11,3000,238,4927,1,0,0,1
69,2,1,1,9,1370,56,1944,1,0,1,0
32,1,1,1,9,1500,126,1843,1,0,0,1
57,2,1,1,8,1800,50,2223,1,0,1,0
28,1,1,0,1,2200,72,2800,1,0,1,0
39,1,1,0,8,2000,0,2326,1,0,1,0
140,3,3,0,2,1700,125,2600,1,0,0,1
160,3,3,2,1,4500,209,4777,1,0,0,1
235,3,3,1,3,5150,575,8376,1,0,0,1
171,3,2,1,13,2200,300,3728,1,0,0,1
139,3,2,2,1,6000,540,8665,1,0,0,1
160,4,3,2,5,2300,230,3324,1,0,0,1
60,2,1,1,1,800,60,1356,1,0,0,1
134,3,3,3,8,2125,375,4207,1,0,0,1
70,2,1,1,11,1300,125,2340,1,0,0,1
57,2,1,0,1,1530,0,1650,1,0,0,1
240,3,3,4,6,5500,1834,10000,1,0,1,0
50,1,1,0,1,800,34,847,0,1,0,1
120,3,2,1,8,3550,190,5256,1,0,0,1
200,3,3,4,2,1200,260,4378,1,0,0,1
572,6,6,4,1,7800,2359,10280,1,0,1,0
145,2,2,1,1,4000,0,5514,1,0,1,0
70,2,1,2,1,1200,97,1393,0,1,0,1
85,2,2,1,2,8000,659,12460,1,0,1,0
140,3,2,0,2,3000,202,3242,0,1,0,1
260,4,5,5,6,12500,1667,17330,1,0,0,1
211,4,4,4,2,3390,775,6008,1,0,0,1
58,2,1,1,2,650,0,939,1,0,0,1
110,1,1,2,3,4500,341,6835,1,0,0,1
72,2,2,0,10,1500,70,2410,1,0,0,1
700,4,7,8,1,45000,8750,54430,1,0,0,1
68,1,2,1,5,6000,229,7346,1,0,0,1
100,3,3,2,8,2700,95,3997,1,0,0,1
240,3,2,0,7,6500,444,8744,1,0,1,0
104,3,1,0,6,3500,195,4525,1,0,0,1
70,1,1,1,2,1600,70,1981,1,0,1,0
67,1,1,1,14,2600,72,3625,1,0,1,0
160,4,2,5,1,3780,167,4009,1,0,1,0
64,3,1,0,3,1400,27,1661,0,1,0,1
140,3,3,5,8,8000,710,10810,0,1,1,0
38,1,1,0,3,750,15,1151,0,1,0,1
34,1,1,0,12,2700,57,3164,1,0,0,1
54,2,1,0,7,2001,0,2562,1,0,0,1
54,1,1,1,1,7200,250,8592,0,1,1,0
200,3,2,4,1,3500,500,4053,1,0,0,1
107,3,2,2,1,2600,350,4105,1,0,0,1
70,2,2,0,11,1550,77,2526,1,0,0,1
20,1,1,0,5,1800,130,2555,1,0,1,0
86,2,1,1,5,2340,0,3350,1,0,0,1
30,1,1,1,1,1480,25,1525,1,0,0,1
108,3,2,1,3,2000,89,2945,1,0,1,0
250,4,3,4,1,2700,154,2895,1,0,0,1
80,2,1,0,4,2200,92,3060,1,0,0,1
73,2,1,1,8,1100,0,2137,1,0,0,1
45,1,1,1,3,1205,72,1545,1,0,0,1
45,2,2,0,1,1650,84,1759,0,1,0,1
255,4,4,0,15,2500,1484,8016,1,0,1,0
217,4,3,4,12,6000,1177,9901,1,0,0,1
70,1,1,0,2,1870,0,2366,1,0,0,1
25,1,1,0,1,885,0,897,0,1,0,1
110,3,3,0,1,3250,75,3773,1,0,0,1
80,2,2,1,12,10000,109,11440,1,0,0,1
260,3,5,0,1,9000,634,9770,1,0,0,1
50,2,2,1,10,2700,82,3441,1,0,0,1
60,2,1,1,1,815,20,1271,0,1,0,1
400,3,6,6,1,6500,375,6973,1,0,1,0
113,2,1,1,4,3000,50,4089,1,0,0,1
400,4,4,6,8,8000,1750,13750,1,0,0,1
64,2,2,2,6,2250,50,2783,1,0,0,1
82,2,1,2,10,3100,333,5493,1,0,1,0
65,2,1,3,9,2000,217,3043,1,0,0,1
128,4,3,2,3,4900,409,6557,1,0,0,1
38,1,1,0,1,950,0,1023,0,1,0,1
175,3,2,0,1,2000,0,2031,0,1,0,1
107,3,3,2,3,4500,417,6575,1,0,0,1
257,4,3,2,3,3800,709,7808,1,0,1,0
35,1,1,1,2,3250,30,3872,0,1,1,0
463,4,7,6,1,12000,1264,13450,1,0,0,1
40,2,1,0,7,920,55,1322,1,0,0,1
297,4,2,3,6,1870,209,4094,1,0,0,1
137,3,3,1,9,5500,303,7120,1,0,1,0
35,1,1,0,10,1200,80,1794,0,1,0,1
128,3,3,1,8,3500,242,4738,1,0,1,0
59,2,1,1,2,1250,70,1527,1,0,0,1
400,4,4,2,1,11480,1357,13640,1,0,0,1
100,3,2,1,5,4500,125,5663,0,1,0,1
50,1,1,0,10,2200,85,2994,1,0,1,0
80,2,2,1,5,1900,120,2788,1,0,1,0
68,2,2,2,4,1650,154,2056,1,0,0,1
32,1,1,1,22,2000,416,4442,1,0,1,0
161,3,3,3,14,4500,640,6498,1,0,0,1
85,2,2,0,1,1700,0,1726,1,0,0,1
100,2,2,0,1,2500,274,2812,1,0,0,1
136,3,4,3,7,5000,117,6581,1,0,0,1
362,4,5,2,1,7000,834,7940,1,0,0,1
276,3,3,4,15,6500,1650,11830,1,0,1,0
22,1,1,0,2,1322,59,1447,0,1,0,1
60,2,1,0,1,980,42,1151,1,0,0,1
500,4,7,8,1,9250,1167,10560,1,0,0,1
65,1,1,1,3,980,38,1459,1,0,0,1
56,2,1,1,11,2600,0,2983,1,0,0,1
35,1,1,1,4,2840,10,3186,0,1,1,0
98,3,2,2,4,2550,100,3388,0,1,0,1
45,1,1,0,1,950,30,995,0,1,0,1
48,2,1,1,2,800,35,1147,1,0,0,1
48,1,1,1,4,1500,42,2052,1,0,1,0
114,2,3,1,1,7010,167,8168,1,0,1,0
197,4,2,3,3,4250,400,5557,1,0,0,1
200,4,1,2,4,2500,209,3088,1,0,0,1
110,3,2,0,1,2500,0,2541,1,0,0,1
300,2,4,2,1,6000,419,6510,1,0,0,1
120,3,1,1,6,1900,140,3206,0,1,0,1
40,1,1,0,3,1084,46,1516,1,0,1,0
92,2,1,1,7,3950,0,4691,0,1,1,0
140,3,2,2,3,5500,583,7793,1,0,0,1
244,4,3,4,2,7000,1000,11550,1,0,0,1
59,2,1,0,3,1000,42,1383,1,0,0,1
35,1,1,0,3,791,30,832,1,0,0,1
120,3,2,3,16,2000,292,3718,1,0,0,1
248,4,5,4,1,9100,250,11970,0,1,0,1
63,2,2,1,17,1690,27,2522,1,0,0,1
45,1,1,1,8,1800,172,2689,1,0,0,1
129,2,3,2,16,2376,334,3848,1,0,1,0
300,3,3,8,1,4675,400,5146,1,0,0,1
29,1,1,1,4,2200,118,2996,0,1,1,0
100,3,2,1,2,1300,119,2182,1,0,0,1
153,4,3,3,3,5500,700,8770,1,0,0,1
87,2,1,1,4,1200,52,2048,1,0,0,1
75,1,1,2,8,7000,323,8388,1,0,1,0
300,4,4,2,3,12750,1334,18350,1,0,0,1
48,1,1,0,4,700,300,1351,1,0,0,1
56,2,2,1,4,2000,0,2526,1,0,0,1
71,2,1,1,7,977,114,1774,1,0,0,1
84,4,1,3,5,6000,804,8795,0,1,0,1
208,3,4,3,1,3490,476,4019,0,1,0,1
100,1,2,1,13,6000,348,7945,0,1,0,1
84,3,2,2,7,2200,71,2839,1,0,1,0
145,4,3,2,1,4800,500,7005,1,0,0,1
300,4,3,2,1,15000,1040,16270,1,0,1,0
65,2,2,1,12,6000,250,7307,0,1,1,0
27,1,1,0,1,836,0,849,0,1,0,1
102,3,2,1,2,1350,140,3408,1,0,0,1
60,2,1,1,1,2848,64,3334,0,1,1,0
60,1,1,0,1,1286,70,1605,1,0,0,1
50,1,1,0,10,1620,0,2161,1,0,0,1
97,3,1,1,10,2300,25,3117,1,0,0,1
52,1,2,1,19,5000,210,6374,1,0,0,1
373,4,4,3,12,12750,1417,18830,1,0,0,1
157,4,3,2,1,6608,492,7200,1,0,0,1
68,3,1,1,2,1100,50,1719,1,0,0,1
172,4,4,3,15,8800,890,11450,1,0,1,0
64,2,2,2,25,3500,0,4410,0,1,0,1
41,1,1,0,9,1700,85,2607,1,0,0,1
106,2,2,1,2,2850,296,4083,1,0,0,1
150,4,2,3,1,3300,340,4584,1,0,1,0
135,4,2,2,4,3500,117,4114,1,0,0,1
350,4,6,6,1,9600,1367,11110,1,0,1,0
360,3,1,3,1,1500,142,1667,1,0,0,1
700,4,7,8,1,15000,2250,17480,1,0,1,0
100,2,2,1,6,8900,380,11800,1,0,1,0
50,1,1,2,4,1200,0,1516,1,0,0,1
55,3,1,1,3,1300,0,1775,1,0,0,1
215,4,4,2,10,6000,834,8861,0,1,0,1
287,3,2,5,1,15000,0,15230,1,0,0,1
58,2,1,1,3,1500,43,1946,1,0,1,0
90,3,2,2,10,1600,300,2771,1,0,0,1
200,3,3,3,1,3315,241,3606,1,0,0,1
65,3,2,1,8,2200,5,2883,1,0,0,1
820,4,6,6,1,10000,2500,15150,1,0,0,1
102,2,1,0,3,2000,109,2673,1,0,0,1
108,3,2,2,3,4500,442,7000,1,0,0,1
86,3,2,2,6,3100,203,4143,1,0,1,0
210,6,3,0,1,4200,0,4264,1,0,0,1
140,4,2,2,4,4200,462,5713,1,0,0,1
220,4,4,3,2,4500,1042,8100,1,0,0,1
66,2,1,1,1,1100,34,1413,1,0,0,1
389,4,5,6,4,8500,1834,14440,1,0,0,1
80,3,3,1,11,1700,25,2681,0,1,0,1
78,2,2,1,1,2200,148,3168,1,0,0,1
178,4,2,5,1,6000,459,6550,1,0,0,1
47,2,1,1,4,1140,64,1784,1,0,0,1
160,4,1,1,1,2150,0,2186,1,0,0,1
25,1,1,0,1,700,0,760,1,0,0,1
80,2,2,2,1,1700,177,1953,1,0,0,1
144,3,3,2,1,5000,109,5185,1,0,1,0
400,5,7,4,5,7900,888,12090,1,0,0,1
100,3,2,1,1,14500,423,15160,1,0,0,1
48,2,1,0,2,1150,90,1345,1,0,0,1
64,3,2,2,16,1530,34,2084,1,0,0,1
50,2,1,0,1,700,100,911,1,0,0,1
50,1,1,1,11,5156,117,6479,1,0,1,0
60,2,2,1,5,1465,100,2284,1,0,0,1
180,3,2,1,2,4800,377,7239,1,0,0,1
339,3,3,4,1,3880,353,4292,1,0,0,1
54,1,1,1,5,2350,127,3258,1,0,1,0
420,4,6,4,10,12000,3167,21020,1,0,0,1
350,4,5,4,1,8000,417,9218,1,0,0,1
72,2,2,2,6,3060,250,4149,0,1,0,1
50,1,1,0,1,800,59,872,0,1,0,1
450,4,4,4,1,11000,1417,12580,1,0,0,1
60,2,1,0,6,2900,92,3830,0,1,1,0
160,2,3,3,1,7500,417,8030,1,0,0,1
450,4,4,5,10,13500,1130,17010,0,1,0,1
265,3,4,3,1,3490,450,3993,1,0,1,0
103,3,1,3,2,3400,94,4592,1,0,0,1
60,2,2,1,8,1650,0,2311,1,0,0,1
136,3,3,3,15,7900,490,9941,1,0,1,0
45,2,1,1,5,750,28,1015,0,1,0,1
206,3,3,4,25,12500,758,15220,1,0,0,1
229,4,2,3,2,5500,409,7079,1,0,1,0
70,1,2,1,2,1000,35,1498,0,1,0,1
130,3,2,0,18,4500,574,6518,1,0,1,0
87,2,1,0,10,1100,82,1611,1,0,0,1
200,4,5,3,7,6000,250,9077,0,1,0,1
50,1,1,1,2,1320,0,1508,1,0,0,1
120,3,2,1,1,3000,495,3541,1,0,0,1
40,1,1,0,1,1300,111,2028,0,1,0,1
54,2,1,1,1,1800,129,2552,1,0,0,1
48,2,1,0,2,1350,0,1468,1,0,0,1
149,3,4,3,7,6000,550,7927,1,0,1,0
45,2,1,1,14,1500,82,1872,1,0,0,1
76,2,2,2,4,2650,130,3664,0,1,0,1
60,2,1,0,3,1850,0,2361,1,0,0,1
118,3,3,2,5,9000,352,11270,0,1,0,1
200,2,3,1,2,13000,625,16090,0,1,1,0
200,2,2,1,1,5000,0,5076,1,0,0,1
138,3,4,2,18,10000,527,12150,1,0,1,0
53,2,1,1,8,1200,0,2166,1,0,1,0
61,1,1,1,13,3800,104,5197,1,0,1,0
135,3,3,2,7,2800,641,5332,0,1,1,0
50,1,1,0,1,750,25,787,0,1,0,1
34,1,1,1,9,1300,100,2617,0,1,0,1
218,3,3,3,17,4000,775,7126,0,1,0,1
400,3,5,4,20,10000,1250,14880,1,0,1,0
25,1,1,1,1,550,84,642,0,1,0,1
360,5,3,3,1,3500,0,3563,1,0,0,1
72,2,1,1,9,2630,378,4032,1,0,0,1
45,2,1,1,17,1600,34,1955,1,0,0,1
340,3,5,5,1,4600,211,4887,1,0,0,1
130,3,3,2,1,3100,130,3277,1,0,0,1
72,3,2,2,15,3000,245,3900,1,0,0,1
50,1,1,0,1,900,0,914,0,1,0,1
100,2,2,0,8,4999,50,6213,0,1,1,0
270,3,2,4,21,13000,1250,17620,1,0,0,1
60,2,1,1,3,1325,0,1465,1,0,0,1
46335,4,8,5,11,8500,646,10220,1,0,1,0
700,3,3,8,1,10000,807,10970,1,0,0,1
550,4,5,0,1,8800,0,11610,1,0,0,1
21,1,1,1,2,980,0,1994,0,1,0,1
55,1,2,1,17,3800,100,4726,1,0,0,1
40,1,2,1,28,4200,318,6507,0,1,1,0
50,1,1,1,12,1500,100,2191,0,1,1,0
52,1,1,1,15,3950,290,4941,1,0,1,0
46,2,1,1,6,1434,9,1742,1,0,0,1
20,1,1,1,1,1100,0,1115,1,0,1,0
50,1,1,0,1,1050,59,1125,1,0,0,1
49,1,2,1,10,2400,133,3325,1,0,0,1
440,3,2,3,6,10500,84,10840,0,1,0,1
59,2,1,1,2,900,62,1358,1,0,0,1
150,4,1,3,1,2300,0,2338,1,0,0,1
100,3,2,0,7,2020,132,2928,1,0,0,1
72,2,2,1,4,2100,27,3034,1,0,0,1
500,7,7,8,1,9000,1667,10800,0,1,1,0
264,3,5,0,1,6000,488,6579,1,0,0,1
76,2,2,2,14,5500,299,6778,1,0,0,1
16,1,1,0,1,870,0,882,0,1,0,1
198,3,2,2,8,3250,334,5026,1,0,0,1
190,3,2,1,3,4000,100,5751,1,0,0,1
210,4,4,4,4,11500,1480,15980,0,1,0,1
233,3,1,1,1,2700,239,2980,1,0,0,1
180,3,2,2,1,11000,150,11320,1,0,0,1
1020,5,4,6,1,6520,654,7281,1,0,1,0
320,3,3,2,1,7200,600,7909,1,0,0,1
116,3,2,2,5,3800,518,6251,1,0,0,1
128,2,1,1,9,8500,9,9817,1,0,1,0
42,2,1,1,4,1020,0,1224,1,0,0,1
70,2,1,1,6,3800,45,4554,1,0,0,1
320,3,4,4,7,15000,1659,20290,1,0,1,0
77,2,2,1,9,1200,71,2012,1,0,0,1
208,3,3,3,4,15000,1200,18880,1,0,1,0
115,3,3,3,1,2400,71,2508,1,0,0,1
60,2,1,1,1,1300,25,1744,1,0,1,0
50,1,1,0,1,1045,30,1291,1,0,0,1
108,2,4,2,7,4500,522,6369,1,0,0,1
64,2,2,1,7,6950,276,8497,0,1,0,1
178,3,2,1,1,3500,130,3683,1,0,1,0
53,1,1,0,2,1480,42,1784,1,0,1,0
118,3,2,0,2,1560,210,3125,1,0,0,1
65,2,1,1,3,1250,53,1739,1,0,0,1
180,3,3,2,6,7000,475,9566,1,0,0,1
348,3,3,3,1,4850,400,5323,1,0,0,1
150,3,3,1,3,4500,484,7271,0,1,0,1
45,1,1,0,6,650,28,1038,1,0,0,1
37,1,1,1,3,3300,13,3840,0,1,1,0
540,4,4,6,1,5220,1542,6841,1,0,0,1
521,5,2,3,1,10000,743,10910,1,0,0,1
147,4,3,3,8,4800,284,6745,1,0,0,1
130,3,2,1,8,2610,450,4983,1,0,0,1
190,3,2,1,1,3700,0,3756,1,0,0,1
28,1,1,0,16,730,99,1939,1,0,0,1
160,3,3,3,1,5850,528,7975,0,1,0,1
310,3,2,0,5,5200,595,8363,1,0,0,1
530,4,5,6,1,13000,0,13200,0,1,0,1
59,2,1,1,9,1200,0,2017,1,0,1,0
800,5,4,8,1,14200,2250,16660,1,0,0,1
77,2,1,0,3,2050,7,2673,1,0,0,1
160,3,2,1,6,4300,500,6355,1,0,0,1
47,1,1,1,15,1800,0,2353,1,0,0,1
52,2,1,1,1,1000,0,1174,1,0,0,1
60,1,2,1,2,4000,112,5318,1,0,0,1
120,3,3,2,9,3000,500,4289,1,0,0,1
55,2,1,0,2,850,50,912,0,1,0,1
110,3,3,2,1,3200,88,3897,1,0,0,1
145,3,4,0,2,2950,75,3319,1,0,1,0
88,2,4,2,8,2300,379,3549,1,0,0,1
49,2,1,1,11,2000,3,2379,1,0,0,1
26,1,1,0,4,3500,80,4175,1,0,1,0
36,1,1,0,6,1600,60,1981,1,0,0,1
150,3,2,5,1,2100,260,2392,1,0,0,1
77,1,1,1,8,5700,0,5773,0,1,0,1
60,1,1,2,1,1610,50,1685,1,0,0,1
58,2,2,1,1,1190,105,2072,1,0,0,1
145,4,4,3,14,4500,584,6805,1,0,0,1
408,4,6,3,20,15000,1667,19660,1,0,0,1
50,1,1,0,1,800,18,831,1,0,0,1
85,3,2,2,12,3300,116,4358,1,0,0,1
210,3,3,3,1,4200,242,4898,1,0,0,1
100,3,1,2,3,1646,73,1941,1,0,0,1
68,2,1,1,6,1900,78,2486,0,1,1,0
42,1,1,1,16,2000,75,2573,0,1,0,1
87,3,1,0,15,1300,105,2147,1,0,0,1
40,1,1,0,1,950,84,1287,1,0,0,1
50,2,1,1,4,1850,133,2547,1,0,0,1
85,2,2,0,7,2520,113,3330,1,0,1,0
55,1,1,1,3,1910,110,2598,1,0,1,0
127,2,2,2,5,5500,361,7481,1,0,0,1
172,3,5,3,1,5800,607,6495,1,0,0,1
75,2,1,2,2,1200,55,1653,1,0,0,1
50,1,1,1,6,3000,123,3662,0,1,0,1
120,4,2,5,1,4200,0,4264,1,0,0,1
95,3,2,2,15,3490,167,4422,1,0,0,1
300,5,3,6,1,5200,334,5620,1,0,0,1
44,1,1,0,1,1600,0,1981,1,0,1,0
563,3,6,4,12,15000,1250,21670,1,0,0,1
65,2,2,0,2,1700,84,1956,0,1,0,1
170,2,2,1,9,2940,80,3942,1,0,0,1
22,1,1,1,1,1500,0,1520,0,1,1,0
410,4,4,4,1,4900,466,5447,1,0,1,0
60,2,1,1,2,1400,41,2021,1,0,0,1
47,1,1,0,7,2700,178,3803,1,0,0,1
72,2,2,0,10,1500,70,2410,1,0,0,1
157,4,3,3,3,9000,108,10950,1,0,1,0
280,3,4,2,1,7000,584,7690,1,0,0,1
68,3,2,1,14,1050,82,1976,1,0,0,1
56,1,1,0,3,560,17,1014,0,1,0,1
140,2,4,1,11,8900,300,11510,1,0,0,1
50,2,1,0,2,830,55,1282,0,1,0,1
40,2,1,1,3,1200,70,1606,1,0,0,1
260,3,4,4,4,12000,0,17150,1,0,1,0
700,6,8,8,1,14000,1020,15230,1,0,1,0
130,2,1,0,1,1900,292,2221,1,0,1,0
215,3,2,0,4,4000,229,5334,0,1,0,1
300,4,3,2,1,4500,796,7854,1,0,0,1
250,4,5,4,1,12000,1667,18020,1,0,0,1
80,2,2,1,7,5435,207,6893,1,0,1,0
54,2,1,0,13,1200,41,1719,1,0,1,0
57,1,2,1,12,650,0,1319,0,1,0,1
130,3,2,1,9,4500,0,6058,0,1,0,1
48,1,1,2,15,6800,400,9408,0,1,1,0
318,4,3,0,1,19000,384,19720,1,0,0,1
77,1,2,1,29,7740,209,8798,1,0,1,0
42,1,1,1,14,2650,243,4129,1,0,1,0
74,3,1,0,1,1600,40,1665,1,0,0,1
452,4,6,4,13,9980,2500,15640,1,0,0,1
41,1,2,1,6,2400,67,2903,1,0,0,1
90,2,2,2,1,1917,275,3417,1,0,0,1
145,1,3,1,5,8000,537,9841,0,1,1,0
70,1,2,0,2,2035,111,2622,1,0,0,1
180,3,4,5,1,3300,266,3616,1,0,0,1
68,2,1,0,12,1300,50,1837,1,0,0,1
300,4,4,3,1,10000,767,10920,1,0,0,1
270,3,3,1,1,6500,23,6621,1,0,1,0
63,1,1,1,3,650,0,957,1,0,0,1
140,2,3,1,3,5000,250,6620,1,0,1,0
220,5,4,3,1,8000,425,8546,0,1,0,1
90,3,2,2,5,2500,355,4365,1,0,0,1
62,2,2,1,2,3200,129,4103,0,1,1,0
55,1,1,0,1,770,0,920,0,1,0,1
170,3,2,3,1,4000,180,4246,1,0,0,1
75,3,2,1,1,1100,90,1495,1,0,0,1
150,3,4,3,10,2490,375,4597,1,0,0,1
270,4,4,2,1,7000,200,7325,1,0,0,1
55,2,1,0,1,1500,27,1734,0,1,0,1
38,1,1,0,4,1050,0,1521,0,1,0,1
87,2,2,1,2,1970,117,2696,1,0,0,1
26,1,1,1,1,750,67,887,1,0,0,1
384,5,4,6,1,5000,435,5517,0,1,0,1
62,2,1,1,2,1050,84,1248,1,0,0,1
70,2,1,1,6,1750,50,2723,1,0,0,1
48,1,1,1,8,1288,0,2887,1,0,1,0
396,4,4,4,1,10000,750,10900,1,0,0,1
480,3,4,1,3,7000,1201,13490,1,0,0,1
230,4,4,3,3,6300,431,8515,1,0,0,1
60,1,1,0,5,2210,84,2973,1,0,0,1
80,2,2,2,2,1900,420,3433,1,0,0,1
150,4,3,3,5,7500,525,9731,1,0,0,1
85,3,1,0,2,1100,150,1415,0,1,0,1
25,1,1,0,14,2200,60,2592,1,0,0,1
105,3,3,0,3,2125,111,3108,1,0,0,1
144,4,2,2,6,4800,667,7348,1,0,0,1
80,3,2,2,301,2600,164,3549,1,0,0,1
100,1,1,0,1,1530,84,1637,1,0,0,1
649,5,5,6,1,15000,1065,16310,1,0,1,0
55,2,1,1,2,850,30,1193,1,0,0,1
68,2,2,1,2,1800,82,2309,1,0,0,1
265,3,3,0,1,8500,475,9103,1,0,0,1
96,2,1,0,9,4387,3,5386,1,0,1,0
241,5,4,3,1,5200,310,5596,1,0,0,1
65,2,1,1,8,900,88,1610,1,0,0,1
71,2,1,1,3,1130,114,1929,1,0,0,1
90,1,1,0,1,1550,167,1937,0,1,0,1
90,3,2,0,9,2100,84,3111,1,0,0,1
42,1,1,1,9,1020,42,1535,1,0,0,1
109,3,1,1,5,1400,42,1963,1,0,0,1
260,4,1,2,5,15000,1167,20160,1,0,1,0
154,3,3,2,12,2000,0,3068,1,0,1,0
55,1,1,0,1,1020,21,1058,0,1,0,1
49,2,2,1,8,2400,55,3118,1,0,0,1
56,1,1,0,2,8000,280,8382,1,0,1,0
67,2,1,1,2,1230,42,1788,1,0,0,1
160,4,4,0,9,3175,787,5303,1,0,1,0
118,3,2,1,3,1800,50,2177,1,0,0,1
47,2,1,1,6,1480,75,1925,1,0,0,1
132,3,4,3,2,2980,520,5675,0,1,0,1
47,1,1,0,20,755,27,1074,1,0,0,1
60,3,2,1,13,1700,120,2182,0,1,0,1
250,4,5,0,14,7880,1566,12940,1,0,0,1
400,3,4,5,1,8500,309,8961,1,0,1,0
28,1,1,0,4,2200,0,2713,1,0,1,0
300,3,4,2,9,14000,1084,17260,1,0,1,0
78,2,1,2,9,5900,0,5975,1,0,1,0
56,2,1,0,3,1800,41,2114,1,0,0,1
110,2,2,0,4,3360,248,5007,1,0,1,0
65,2,2,1,7,1800,25,2478,1,0,0,1
59,3,1,1,1,1018,63,1195,1,0,0,1
20,1,1,0,1,1800,130,2555,1,0,1,0
65,3,1,1,11,1800,0,2333,1,0,0,1
235,4,4,4,5,14900,1417,19840,1,0,1,0
137,2,3,2,1,14000,542,17520,1,0,0,1
28,1,1,0,1,1100,0,1665,0,1,1,0
50,1,1,1,1,1500,80,1603,0,1,0,1
120,3,1,4,1,3500,234,3787,1,0,0,1
80,2,1,0,1,1576,125,1725,0,1,0,1
82,3,1,0,3,2700,50,3245,0,1,1,0
160,3,2,1,1,4700,0,4771,1,0,0,1
51,1,1,0,1,2350,150,3315,1,0,1,0
56,2,1,0,1,1400,0,1610,1,0,0,1
170,3,4,0,14,4000,800,7051,1,0,1,0
300,4,5,4,19,3800,1630,8629,1,0,0,1
60,2,1,1,11,3400,23,3967,1,0,1,0
50,1,1,1,2,990,19,1492,1,0,0,1
250,5,6,2,1,9000,717,9853,1,0,0,1
80,2,2,2,12,935,100,1948,1,0,0,1
20,1,1,0,1,1800,130,2555,1,0,1,0
110,2,1,1,6,3800,250,5299,0,1,0,1
430,4,5,3,1,6000,0,6099,1,0,0,1
144,4,3,3,14,4500,390,6000,0,1,1,0
80,2,1,1,1,24000,0,25180,1,0,0,1
30,1,1,0,5,580,12,880,1,0,0,1
163,2,3,2,18,8000,470,10040,1,0,1,0
80,2,2,2,9,2600,113,3148,1,0,0,1
300,5,4,7,1,15000,2292,17520,1,0,0,1
544,4,3,7,1,3200,250,3503,1,0,0,1
95,3,2,2,4,1800,134,2624,0,1,0,1
65,2,1,0,1,1030,24,1425,1,0,0,1
305,4,5,5,26,14000,2241,21500,1,0,0,1
103,2,2,2,1,1200,100,1716,0,1,0,1
135,3,2,2,3,2300,775,4755,1,0,0,1
200,3,4,2,13,7000,677,9666,1,0,0,1
47,2,2,1,12,1000,40,1553,1,0,0,1
35,1,1,0,3,700,80,1100,1,0,0,1
44,2,1,1,2,1000,0,1257,1,0,0,1
